id,medicament_id,medicament_interaction
1457,868,Ce médicament ne doit pas être associé aux produits de phytothérapie contenant du millepertuis : risque de diminution de son effet.
1458,868,"Il peut interagir avec les barbituriques, les anticonvulsivants ou les médicaments contenant l'une des substances suivantes : carbamazépine, griséofulvine, rifampicine, rifabutine."
1459,868,Informez par ailleurs votre médecin si vous prenez un antidiabétique (insuline ou antidiabétique oral).
1460,869,Ce médicament peut interagir avec les médicaments qui donnent des torsades de pointes.
1461,869,Informez par ailleurs votre médecin si vous prenez
1462,869,"un médicament susceptible de faire baisser la kaliémie (amphotéricine B, certains diurétiques, laxatifs stimulants) ;"
1463,869,un antihypertenseur ;
1464,869,un antidiabétique ;
1465,869,un digitalique ;
1466,869,un anticoagulant ;
1467,869,de l'aspirine ou un AINS ;
1468,869,un médicament inducteur enzymatique ou un médicament contenant de l'isoniazide.
1469,869,"En cas de vaccination, l'utilisation d'un vaccin vivant est déconseillée."
1470,869,"En cas d'injection locale unique ou répétée à faible dose, le risque d'interactions médicamenteuses est nul."
1471,870,aux antimigraineux de la famille des triptans : risque d'élévation brutale de la tension artérielle ou de troubles de la circulation sanguine ;
1472,870,"aux médicaments contenant de la péthidine, de l'hydromorphone ou du tramadol : risque d'accident grave ;"
1473,870,au bupropion (ZYBAN).
1474,870,Informez par ailleurs votre médecin si vous prenez un antidépresseur sérotoninergique.
1475,871,Ce médicament ne doit pas être associé aux produits de phytothérapie contenant du millepertuis : risque de diminution de son effet.
1476,871,"Il peut interagir avec les barbituriques, les anticonvulsivants ou les médicaments contenant l'une des substances suivantes : carbamazépine, griséofulvine, rifampicine, rifabutine, ritonavir, bocéprévir, aprépitant, bosentan."
1477,872,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de crise d'épilepsie par diminution de l'effet anticonvulsivant.
1478,872,Il peut interagir avec le lamotrigine (LAMICTAL...) et les antibiotiques contenant de l'imipénem : le médecin en tient compte dans sa prescription.
1479,872,"Informez par ailleurs votre médecin si vous prenez un médicament contenant un estrogène (y compris la pilule), de l'acétazolamide, de la carbamazépine, du phénobarbital, de la primidone, de la phénytoïne, de la rifampicine, du rufinamide, du topiramate, de la clozapine, de la zidovudine ou du zonisamide."
1480,875,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de crise d'épilepsie par diminution de l'effet anticonvulsivant.
1481,875,Il peut interagir avec le lamotrigine (LAMICTAL...) et les antibiotiques contenant de l'imipénem : le médecin en tient compte dans sa prescription.
1482,875,"Informez par ailleurs votre médecin si vous prenez un médicament contenant un estrogène (y compris la pilule), de l'acétazolamide, de la carbamazépine, du phénobarbital, de la primidone, de la phénytoïne, de la rifampicine, du rufinamide, de la clozapine, du topiramate, de la zidovudine ou du zonisamide."
1483,876,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de crise d'épilepsie par diminution de l'effet anticonvulsivant.
1484,876,Il peut interagir avec le lamotrigine (LAMICTAL...) et les antibiotiques contenant de l'imipénem : le médecin en tient compte dans sa prescription.
1485,876,"Informez par ailleurs votre médecin si vous prenez un médicament contenant un estrogène (y compris la pilule), de l'acétazolamide, de la carbamazépine, du phénobarbital, de la primidone, de la phénytoïne, de la rifampicine, du rufinamide, du topiramate, de la clozapine, de la zidovudine ou du zonisamide."
1486,878,"En raison de la présence de calcium, respectez un intervalle d'au moins 2 heures entre la prise de ce médicament et celle des cyclines, des biphosphonates, des hormones thyroïdiennes ou des médicaments contenant de la ciprofloxacine, de la norfloxacine, du dolutégravir, du fer, du zinc, du strontium, de l'estramustine ou du roxadustat."
1487,878,"Informez par ailleurs votre pharmacien ou votre médecin si vous prenez un anticonvulsivant, un digitalique, un diurétique, de la rifampicine ou de l'orlistat."
1488,878,"Il existe également des interactions alimentaires : les aliments réputés riches en acide oxalique (épinards, rhubarbe, oseille, cacao, thé) ou en acide phytique (chocolat, céréales complètes, légumes secs) peuvent diminuer l'absorption du calcium. Il est donc recommandé de prendre ce médicament à distance de repas contenant ces aliments."
1489,880,"En raison de la présence de calcium, respectez un intervalle d'au moins 2 heures entre la prise de ce médicament et celle des cyclines, des biphosphonates, des hormones thyroïdiennes ou des médicaments contenant de la ciprofloxacine, de la norfloxacine, du fluorure de sodium, du fer, du zinc, du strontium ou de l'estramustine."
1490,880,"Informez par ailleurs votre pharmacien ou votre médecin si vous prenez un anticonvulsivant, un digitalique, un diurétique ou de l'orlistat."
1491,880,"Il existe également des interactions alimentaires : les aliments réputés riches en acide oxalique (épinards, rhubarbe, oseille, cacao, thé) ou en acide phytique (chocolat, céréales complètes, légumes secs) peuvent diminuer l'absorption du calcium. Il est donc recommandé de prendre ce médicament à distance de repas contenant ces aliments."
1492,884,"Ce médicament ne doit pas être associé avec les médicaments contenant de la carbamazépine, de l'oxcarbazépine, du phénobarbital, de la phénytoïne, de la rifampicine, du mitotane, de l'enzalutamide, du lumacaftor ou les produits de phytothérapie contenant du millepertuis : risque de diminution de l'effet de ce médicament."
1493,884,Il peut interagir avec les médicaments favorisant les torsades de pointes.
1494,884,La liste des médicaments susceptibles d'interagir n'est pas exhaustive et les recommandations peuvent varier selon les situations et l'importance des traitements associés. Ne prenez aucun autre médicament sans l'avis de votre médecin ou de votre pharmacien. L'adaptation du traitement et des autres médicaments peut être guidée par des dosages sanguins.
1495,886,"Ce médicament peut interagir avec la colestyramine (QUESTRAN), qui peut être utilisée pour soulager les démangeaisons associées à certaines jaunisses. Un délai minimum de 4 heures doit être respecté entre la prise de ces deux médicaments."
1496,886,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la ciclosporine.
1497,887,L'efficacité du traitement peut être diminuée par la prise conjointe d'un médicament inducteur enzymatique.
1498,888,Ce médicament ne doit pas être associé au méthotrexate utilisé notamment dans certaines chimiothérapies anticancéreuses : risque d'aplasie médullaire.
1499,888,Il peut interagir avec les antidiabétiques contenant du répaglinide.
1500,888,"Informez par ailleurs votre médecin si vous prenez un anticoagulant oral, un médicament susceptible d'augmenter la kaliémie ou un médicament contenant de la ciclosporine ou de la pyriméthamine."
1501,901,"Informez votre médecin ou votre pharmacien si vous prenez un corticoïde ou un médicament contenant de la phénytoïne, du phénobarbital, de la primidone ou de la rifampicine."
1502,901,"Respectez un intervalle d'au moins 2 heures entre la prise de ce médicament et celle d'un laxatif ou d'un médicament contenant de la cholestyramine, du colestipol ou de l'orlistat."
1503,903,Ce médicament peut interagir avec les médicaments qui donnent des torsades de pointes.
1504,903,Informez par ailleurs votre médecin si vous prenez
1505,903,"un médicament susceptible de faire baisser la kaliémie (amphotéricine B, certains diurétiques, laxatifs stimulants) ;"
1506,903,un antihypertenseur ;
1507,903,un antidiabétique ;
1508,903,un digitalique ;
1509,903,un anticoagulant ;
1510,903,de l'aspirine ou un AINS ;
1511,903,"un médicament contenant de la carbamazépine, du phénobarbital, de la phénytoïne, de la primidone, de la rifampicine, du praziquantel, de l'interféron alfa ou de l'isoniazide."
1512,903,"En cas de vaccination, l'utilisation d'un vaccin vivant est déconseillée."
1513,904,"Ce médicament ne doit pas être associé aux IMAO non sélectifs (MARSILID) : des délais précis doivent être respectés entre l'arrêt de l'IMAO et le début du traitement par ce médicament, et inversement."
1514,904,"Il peut également interagir avec les IMAO sélectifs A et avec les médicaments contenant l'une des substances suivantes : adrénaline, noradrénaline, clonidine, guanfacine."
1515,904,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un antidépresseur inhibiteur de la recapture de la sérotonine, un anticonvulsivant, un antihypertenseur, un médicament atropinique, sédatif ou contenant de la carbamazépine ou du baclofène."
1516,910,"Informez votre médecin si vous prenez un médicament susceptible de provoquer des torsades de pointes (quinidine, disopyramide, amiodarone, sotalol, dofétilide, ibutilide, méthadone, moxifloxacine, neuroleptiques)."
1517,913,"L'effet de ce médicament est susceptible d'être modifié par de nombreux médicaments. Il peut être augmenté par certains antifongiques (kétoconazole, itraconazole, fluconazole, posaconazole, voriconazole), certains antibiotiques (érythromycine, clarithromycine, ciprofloxacine), certains antirétroviraux (indinavir, ritonavir, lopinavir/ritonavir, darunavir/ritonavir, nelfinavir, saquinavir, amprénavir, atazanavir, fosamprénavir...), les médicaments contenant du diltiazem ou du vérapamil. Il peut être diminué par les médicaments contenant de la phénytoïne, de la carbamazépine, de la rifampicine, du bosentan, de l'éfavirenz, de l'étravirine, du modafinil et les produits de phytothérapie contenant du millepertuis."
1518,913,"Il peut également interagir avec les antiulcéreux de la famille des inhibiteurs de la pompe à protons (oméprazole, pantoprazole...) et les médicaments susceptibles de favoriser les torsades de pointes. Demandez conseil à votre médecin traitant ou à votre pharmacien avant la prise de tout autre médicament."
1519,913,Les antiacides contenant de l'hydroxyde d'aluminium ou de magnésium doivent être administrés au moins 2 heures avant ou 2 heures après la prise de ce médicament.
1520,913,"De plus, les produits à base de pamplemousse, y compris le jus de pamplemousse, doivent être évités pendant le traitement."
1521,914,"L'effet de ce médicament est susceptible d'être modifié par de nombreux médicaments. Il peut être augmenté par certains antifongiques (kétoconazole, itraconazole, fluconazole, posaconazole, voriconazole), certains antibiotiques (érythromycine, clarithromycine, ciprofloxacine), certains antirétroviraux (indinavir, ritonavir, lopinavir/ritonavir, darunavir/ritonavir, nelfinavir, saquinavir, amprénavir, atazanavir, fosamprénavir...), les médicaments contenant du diltiazem ou du vérapamil. Il peut être diminué par les médicaments contenant de la phénytoïne, de la carbamazépine, de la rifampicine, du bosentan, de l'éfavirenz, de l'étravirine, du modafinil et les produits de phytothérapie contenant du millepertuis."
